Survived,Age,Ticket,Fare,Sex_male,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Parch_9
0,-0.7108003450072757,135,-0.8573587822758802,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,157,-0.7920040821559643,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.8204986659690287,315,1.993237472778331,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7958725122837371,218,-0.7931851342761016,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.1710193214828526,2,1.993237472778331,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7958725122837371,112,-0.8229098540357163,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.9660168468366598,87,-0.5500868142840074,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,1.5861481714571808,327,1.993237472778331,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,2.1710193214828526,6,0.14535446772066044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.3309316696277966,70,0.25302862740933485,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1.3309316696277966,40,1.993237472778331,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.20036734134850762,175,-0.7916119728520787,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,360,-0.056407028066629394,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0.9906430005219513,42,1.2858587064693756,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.6257281777308143,300,-0.17215013584008163,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.0757151677984127,125,0.37113383942306166,True,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-0.030223006795584907,107,0.06406028818737199,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,102,-0.4813873745598628,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-2.1676612096166763,289,0.14673393659698075,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.7958725122837371,352,-0.7898403946718728,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,35,1.993237472778331,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.4555838431778917,260,-0.7237014759441859,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.2675295786720298,174,-0.715434111103225,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,291,-0.8075561764739319,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,276,-0.7981077595128337,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.11529517407204626,222,-0.7839351340711864,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.8809446795601984,127,-0.5500868142840074,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7108003450072757,169,-0.7969267073926966,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.6078182477778752,170,-0.3422216411398483,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7108003450072757,217,-0.7931851342761016,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.030223006795584907,130,-0.07766596622910019,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,-2.1676612096166763,214,-0.5886694249446517,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0.054849160480876444,288,-0.5624878615454487,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,200,-0.7912198635481931,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,4,-1.1642339167553868,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,292,-0.8075561764739319,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,265,-0.7839351340711864,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.051089014113121,144,-0.7549993571278234,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.416003836904258,33,1.993237472778331,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,235,-0.7981077595128337,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.285439508624969,35,1.993237472778331,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,242,-0.4319816022702806,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,110,-0.8229098540357163,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.7958725122837371,62,0.06406028818737199,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.11529517407204626,334,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.9055708332454899,133,0.06406028818737199,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,0.054849160480876444,295,-0.17215013584008163,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.6257281777308143,358,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.540656010454353,140,-0.7549993571278234,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-2.1676612096166763,351,-0.5134741985597521,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-0.20036734134850762,226,-0.7981077595128337,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.731666352324812,94,-0.4439905402278364,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-2.1676612096166763,240,-0.20935327762440564,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0.5652821641396446,272,-0.8217288019155791,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,350,-0.8217288019155791,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.4555838431778917,52,1.993237472778331,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,98,-0.8227114372795333,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,271,-0.7839351340711864,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,318,0.7065526415420459,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.054849160480876444,248,-0.8359014273572263,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,95,-0.8227114372795333,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.0115090078394875,162,1.993237472778331,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0.5652821641396446,173,-0.715434111103225,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.285439508624969,193,-0.7912198635481931,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-2.1676612096166763,345,0.8000541757890731,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.20036734134850762,104,-0.14006331184019227,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0.054849160480876444,23,0.985280941894441,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.030223006795584907,188,-0.7931851342761016,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.22499349503379915,182,-0.7969267073926966,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,69,-0.4534389571889345,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.160787335074874,330,-0.17215013584008163,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.4555838431778917,143,-0.7549993571278234,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,251,-0.7981077595128337,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.1710193214828526,8,0.09004343483039191,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,0.054849160480876444,18,1.993237472778331,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,-2.1676612096166763,254,-0.7225204238240486,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0,2.1710193214828526,32,1.993237472778331,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,1.3309316696277966,208,-0.49772841169408205,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.9660168468366598,142,-0.7549993571278234,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.6257281777308143,101,-0.8229098540357163,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,302,-0.8063751243537947,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.6503543314161059,233,-0.7981077595128337,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.1710193214828526,326,1.993237472778331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.051089014113121,275,-0.7988967023290854,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.1710193214828526,307,1.993237472778331,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.8809446795601984,122,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,215,-0.7931851342761016,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.6257281777308143,283,0.32389175461757097,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,-0.285439508624969,180,-0.7969267073926966,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.3705116759014303,97,-0.8227114372795333,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.285439508624969,80,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.3100656623102605,19,0.09004343483039191,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.8204986659690287,75,1.993237472778331,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.540656010454353,349,-0.8311772188766772,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.476449850495428,58,0.6782073906587514,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,1.416003836904258,309,1.993237472778331,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.030223006795584907,50,0.06406028818737199,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7108003450072757,63,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.5861481714571808,285,0.5719126998463973,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0.8204986659690287,308,0.23885600196768764,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,116,-0.8229098540357163,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.8809446795601984,96,-0.4205631903727935,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.20036734134850762,197,-0.7912198635481931,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.054849160480876444,0,0.06406028818737199,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.22499349503379915,79,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.8204986659690287,109,-0.8227114372795333,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.3705116759014303,283,0.32389175461757097,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,91,-0.8227114372795333,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.9660168468366598,279,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.22499349503379915,213,-0.8061767075976115,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,296,1.993237472778331,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
1,2.1710193214828526,321,1.993237472778331,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.20036734134850762,274,-0.47922368707577134,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-1.1361611813895824,192,-0.8028319679933829,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.285439508624969,67,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.7354264986925673,117,-0.8227114372795333,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.4555838431778917,82,-0.5264657718812621,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.1399213277573378,299,-0.17215013584008163,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.3309316696277966,325,1.828944264976336,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.3705116759014303,301,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.9660168468366598,333,1.993237472778331,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.6712203387336422,55,1.9065015956015101,True,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,-2.1676612096166763,280,-0.19222802188241522,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0,1.7562925060101036,10,0.06406028818737199,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.1710193214828526,27,1.2677508153634311,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,31,-0.7920040821559643,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,234,-0.7981077595128337,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.054849160480876444,206,-0.42961949803000604,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.2637694323042745,296,1.993237472778331,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
1,-0.4555838431778917,329,0.5839216378039529,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,0.1399213277573378,295,-0.17215013584008163,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,139,-0.7549993571278234,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.3705116759014303,25,1.454947576405188,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,296,1.993237472778331,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.20036734134850762,118,-0.48119368201216034,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.6257281777308143,136,0.7106863239625263,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.3309316696277966,7,1.641945920690762,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.030223006795584907,339,-0.5095389328954547,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7108003450072757,124,-0.6209499414922435,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,0.1399213277573378,40,1.993237472778331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.6712203387336422,5,-1.1642339167553868,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.2458595023513355,86,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,2.096581175115949,162,1.993237472778331,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,1.3309316696277966,319,1.993237472778331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.6257281777308143,145,-0.7549993571278234,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
0,-0.7108003450072757,132,-0.6209499414922435,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.1710193214828526,258,1.1978703235191492,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-2.0719550214306572,181,0.3185770200769532,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0,-0.20036734134850762,230,-0.7981077595128337,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.285439508624969,151,-0.7920040821559643,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.20036734134850762,223,-0.47922368707577134,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.8809446795601984,247,-0.4036363513869861,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,341,-0.5559920748846937,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.4555838431778917,55,1.9065015956015101,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,-0.4555838431778917,207,-0.7969267073926966,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,2.1710193214828526,77,-0.5500868142840074,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7108003450072757,225,-0.7981077595128337,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-1.986882854154196,205,-0.16860697947966988,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
0,-0.540656010454353,32,1.993237472778331,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.8413646732865647,311,0.6971042245809476,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-1.3913776832189666,281,-0.20758169944419969,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1.5010760041807194,282,-0.6681920262977342,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.030223006795584907,146,-0.12372699891445371,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
1,-0.9660168468366598,37,1.6702911715740565,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.4555838431778917,244,-0.8217288019155791,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1.5861481714571808,36,1.993237472778331,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0,-0.6257281777308143,176,-0.7969267073926966,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.1399213277573378,53,-0.7988967023290854,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.054849160480876444,238,1.993237472778331,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.7354264986925673,128,-0.17215013584008163,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.6257281777308143,7,1.641945920690762,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0,-1.051089014113121,12,1.0608682775832263,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.160787335074874,44,0.14535446772066044,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.7958725122837371,342,-0.5093405161392717,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.540656010454353,129,-0.6681920262977342,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0,1.7562925060101036,13,1.993237472778331,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-0.20036734134850762,160,-0.799487228389154,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,-2.1676612096166763,351,-0.5134741985597521,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
1,-0.20036734134850762,228,-0.7981077595128337,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.6503543314161059,48,1.993237472778331,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-0.11529517407204626,184,-0.7969267073926966,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,267,-0.7839351340711864,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0.8204986659690287,324,1.993237472778331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.777962582330798,346,-0.8217288019155791,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,220,-0.7839351340711864,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.20036734134850762,105,-0.1079812120487836,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
